Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Sacks
Keith Cooper Jr.,Tulane,718,2021-22,1,[2],['09/11/2021'],['Morgan St.'],[2.0]
Angelo Anderson,Tulane,718,2021-22,2,"[4, 6]","['09/25/2021', '10/07/2021']","['UAB', 'Houston']","[1.0, 1.0]"
Kevin Henry,Tulane,718,2021-22,1,[10],['11/13/2021'],['Tulsa'],[1.0]
Noah Seiden,Tulane,718,2021-22,2,"[4, 11]","['09/25/2021', '11/20/2021']","['UAB', 'South Fla.']","[2.0, 1.0]"
Eric Hicks Jr.,Tulane,718,2021-22,1,[11],['11/20/2021'],['South Fla.'],[1.0]
Jeffery Johnson,Tulane,718,2021-22,2,"[11, 12]","['11/20/2021', '11/27/2021']","['South Fla.', 'Memphis']","[1.0, 1.0]"
Dorian Williams,Tulane,718,2021-22,1,[12],['11/27/2021'],['Memphis'],[1.0]
Devean Deal,Tulane,718,2021-22,1,[2],['09/11/2021'],['Morgan St.'],[1.0]
Marvin Moody,Tulane,718,2021-22,1,[8],['10/30/2021'],['Cincinnati'],[1.0]
Larry Brooks,Tulane,718,2021-22,1,[12],['11/27/2021'],['Memphis'],[1.0]
Macon Clark,Tulane,718,2021-22,1,[6],['10/07/2021'],['Houston'],[1.0]
Joseph Dorceus,Tulane,718,2021-22,4,"[3, 5, 7, 9]","['09/18/2021', '10/02/2021', '10/21/2021', '11/06/2021']","['Ole Miss', 'East Carolina', 'SMU', 'UCF']","[1.0, 1.0, 1.0, 1.0]"
Darius Hodges,Tulane,718,2021-22,5,"[2, 3, 8, 9, 11]","['09/11/2021', '09/18/2021', '10/30/2021', '11/06/2021', '11/20/2021']","['Morgan St.', 'Ole Miss', 'Cincinnati', 'UCF', 'South Fla.']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Adonis Friloux,Tulane,718,2021-22,1,[10],['11/13/2021'],['Tulsa'],[1.0]
Cullen Wick,Tulsa,719,2021-22,2,"[3, 4]","['09/18/2021', '09/25/2021']","['Ohio St.', 'Arkansas St.']","[1.0, 1.0]"
Kendarin Ray,Tulsa,719,2021-22,1,[3],['09/18/2021'],['Ohio St.'],[1.0]
Anthony Goodlow,Tulsa,719,2021-22,3,"[9, 11, 12]","['11/06/2021', '11/20/2021', '11/27/2021']","['Cincinnati', 'Temple', 'SMU']","[1.0, 1.0, 1.5]"
Jon-Michael Terry,Tulsa,719,2021-22,1,[1],['09/02/2021'],['UC Davis'],[1.0]
Jaxon Player,Tulsa,719,2021-22,2,"[6, 10]","['10/09/2021', '11/13/2021']","['Memphis', 'Tulane']","[1.5, 2.0]"
Justin Wright,Tulsa,719,2021-22,2,"[6, 7]","['10/09/2021', '10/16/2021']","['Memphis', 'South Fla.']","[1.0, 2.5]"
Treyvon Reeves,Tulsa,719,2021-22,1,[11],['11/20/2021'],['Temple'],[1.0]
Deven Lamp,Tulsa,719,2021-22,1,[4],['09/25/2021'],['Arkansas St.'],[1.0]
Grant Sawyer,Tulsa,719,2021-22,1,[4],['09/25/2021'],['Arkansas St.'],[1.0]
Joseph Anderson,Tulsa,719,2021-22,1,[4],['09/25/2021'],['Arkansas St.'],[1.0]
Elijah Taylor,Tulsa,719,2021-22,2,"[4, 9]","['09/25/2021', '11/06/2021']","['Arkansas St.', 'Cincinnati']","[1.0, 1.0]"
Caleb Humphrey,Air Force,721,2021-22,1,[1],['09/04/2021'],['Lafayette'],[1.0]
Christopher Herrera,Air Force,721,2021-22,1,[11],['11/19/2021'],['Nevada'],[2.0]
Jordan Jackson,Air Force,721,2021-22,4,"[6, 8, 11, 12]","['10/09/2021', '10/23/2021', '11/19/2021', '11/26/2021']","['Wyoming', 'San Diego St.', 'Nevada', 'UNLV']","[1.0, 1.0, 2.0, 1.5]"
Alec Mock,Air Force,721,2021-22,1,[7],['10/16/2021'],['Boise St.'],[1.0]
Camby Goff,Air Force,721,2021-22,2,"[7, 12]","['10/16/2021', '11/26/2021']","['Boise St.', 'UNLV']","[1.0, 1.0]"
Johnathan Youngblood,Air Force,721,2021-22,1,[9],['11/06/2021'],['Army West Point'],[1.0]
Elijah Brockman,Air Force,721,2021-22,1,[2],['09/11/2021'],['Navy'],[1.0]
Bo Richter,Air Force,721,2021-22,1,[12],['11/26/2021'],['UNLV'],[1.0]
Jayden Thiergood,Air Force,721,2021-22,1,[11],['11/19/2021'],['Nevada'],[1.0]
Ethan Erickson,Air Force,721,2021-22,1,[2],['09/11/2021'],['Navy'],[1.0]
Trey Taylor,Air Force,721,2021-22,1,[4],['09/25/2021'],['Fla. Atlantic'],[1.0]
Vince Sanford,Air Force,721,2021-22,5,"[3, 5, 6, 11, 12]","['09/18/2021', '10/02/2021', '10/09/2021', '11/19/2021', '11/26/2021']","['Utah St.', 'New Mexico', 'Wyoming', 'Nevada', 'UNLV']","[2.0, 3.5, 1.0, 2.0, 1.0]"
TD Blackmon,Air Force,721,2021-22,1,[13],['12/28/2021'],['Louisville'],[1.0]
Demonte Meeks,Air Force,721,2021-22,2,"[2, 6]","['09/11/2021', '10/09/2021']","['Navy', 'Wyoming']","[2.0, 1.0]"
Jaylen Jacobs,Army West Point,725,2021-22,1,[11],['11/27/2021'],['Liberty'],[1.0]
Nolan Cockrill,Army West Point,725,2021-22,1,[12],['12/11/2021'],['Navy'],[1.0]
Leo Lowin,Army West Point,725,2021-22,1,[11],['11/27/2021'],['Liberty'],[1.0]
Spencer Jones,Army West Point,725,2021-22,1,[2],['09/11/2021'],['Western Ky.'],[1.0]
Cole Mabry,Army West Point,725,2021-22,1,[9],['11/13/2021'],['Bucknell'],[1.0]
Kwabena Bonsu,Army West Point,725,2021-22,1,[10],['11/20/2021'],['Massachusetts'],[1.0]
Nathaniel Smith,Army West Point,725,2021-22,1,[3],['09/18/2021'],['UConn'],[1.5]
Andre Carter II,Army West Point,725,2021-22,10,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 13]","['09/04/2021', '09/11/2021', '09/25/2021', '10/02/2021', '10/16/2021', '11/06/2021', '11/13/2021', '11/20/2021', '11/27/2021', '12/23/2021']","['Georgia St.', 'Western Ky.', 'Miami (OH)', 'Ball St.', 'Wisconsin', 'Air Force', 'Bucknell', 'Massachusetts', 'Liberty', 'Missouri']","[3.0, 1.5, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0]"
Arik Smith,Army West Point,725,2021-22,2,"[11, 13]","['11/27/2021', '12/23/2021']","['Liberty', 'Missouri']","[1.5, 2.0]"
Diego Fagot,Navy,726,2021-22,1,[3],['09/25/2021'],['Houston'],[1.0]
Jacob Busic,Navy,726,2021-22,2,"[7, 8]","['10/23/2021', '10/29/2021']","['Cincinnati', 'Tulsa']","[1.0, 1.0]"
Jamal Glenn,Navy,726,2021-22,1,[11],['11/27/2021'],['Temple'],[1.0]
Justin Reed,Navy,726,2021-22,1,[11],['11/27/2021'],['Temple'],[1.0]
Tyler Fletcher,Navy,726,2021-22,1,[11],['11/27/2021'],['Temple'],[1.0]
John Marshall,Navy,726,2021-22,1,[9],['11/06/2021'],['Notre Dame'],[1.0]
Michael McMorris,Navy,726,2021-22,2,"[1, 9]","['09/04/2021', '11/06/2021']","['Marshall', 'Notre Dame']","[1.0, 1.0]"
Johnny Hodges,Navy,726,2021-22,1,[8],['10/29/2021'],['Tulsa'],[1.0]
Clay Cromwell,Navy,726,2021-22,2,"[5, 8]","['10/09/2021', '10/29/2021']","['SMU', 'Tulsa']","[1.0, 1.0]"
Donald BERNIARDJr,Navy,726,2021-22,1,[3],['09/25/2021'],['Houston'],[1.0]
Nicholas Straw,Navy,726,2021-22,1,[12],['12/11/2021'],['Army West Point'],[1.0]
J'arius Warren,Navy,726,2021-22,1,[11],['11/27/2021'],['Temple'],[1.0]
Hunter Reynolds,Utah St.,731,2021-22,1,[6],['10/16/2021'],['UNLV'],[1.0]
Justin Rice,Utah St.,731,2021-22,1,[13],['12/04/2021'],['San Diego St.'],[1.0]
Ajani Carter,Utah St.,731,2021-22,2,"[8, 10]","['10/30/2021', '11/13/2021']","['Hawaii', 'San Jose St.']","[1.0, 1.0]"
Marcus Moore,Utah St.,731,2021-22,1,[13],['12/04/2021'],['San Diego St.'],[1.0]
Jaylin Bannerman,Utah St.,731,2021-22,2,"[1, 2]","['09/04/2021', '09/10/2021']","['Washington St.', 'North Dakota']","[1.0, 1.0]"
Shaq Bond,Utah St.,731,2021-22,1,[9],['11/06/2021'],['New Mexico St.'],[1.0]
Patrick Joyner Jr.,Utah St.,731,2021-22,3,"[1, 7, 9]","['09/04/2021', '10/22/2021', '11/06/2021']","['Washington St.', 'Colorado St.', 'New Mexico St.']","[1.0, 1.0, 1.5]"
Cash Gilliam,Utah St.,731,2021-22,1,[4],['09/25/2021'],['Boise St.'],[1.0]
Nick Heninger,Utah St.,731,2021-22,7,"[3, 4, 5, 9, 10, 13, 14]","['09/18/2021', '09/25/2021', '10/01/2021', '11/06/2021', '11/13/2021', '12/04/2021', '12/18/2021']","['Air Force', 'Boise St.', 'BYU', 'New Mexico St.', 'San Jose St.', 'San Diego St.', 'Oregon St.']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]"
Byron Vaughns,Utah St.,731,2021-22,3,"[8, 9, 13]","['10/30/2021', '11/06/2021', '12/04/2021']","['Hawaii', 'New Mexico St.', 'San Diego St.']","[2.0, 1.0, 1.0]"
AJ Vongphachanh,Utah St.,731,2021-22,2,"[9, 13]","['11/06/2021', '12/04/2021']","['New Mexico St.', 'San Diego St.']","[1.0, 1.0]"
Andre Grayson,Utah St.,731,2021-22,1,[9],['11/06/2021'],['New Mexico St.'],[1.0]
Hale Motu'apuaka,Utah St.,731,2021-22,2,"[8, 14]","['10/30/2021', '12/18/2021']","['Hawaii', 'Oregon St.']","[1.5, 1.0]"
Karene Reid,Utah,732,2021-22,1,[4],['09/25/2021'],['Washington St.'],[1.0]
Brandon McKinney,Utah,732,2021-22,1,[7],['10/23/2021'],['Oregon St.'],[1.0]
Cole Bishop,Utah,732,2021-22,3,"[9, 10, 13]","['11/05/2021', '11/13/2021', '12/03/2021']","['Stanford', 'Arizona', 'Oregon']","[1.0, 1.0, 1.0]"
Xavier Carlton,Utah,732,2021-22,1,[1],['09/02/2021'],['Weber St.'],[1.0]
Devin Lloyd,Utah,732,2021-22,6,"[1, 4, 6, 8, 9, 12]","['09/02/2021', '09/25/2021', '10/16/2021', '10/30/2021', '11/05/2021', '11/26/2021']","['Weber St.', 'Washington St.', 'Arizona St.', 'UCLA', 'Stanford', 'Colorado']","[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]"
Aliki Vimahi,Utah,732,2021-22,2,"[4, 12]","['09/25/2021', '11/26/2021']","['Washington St.', 'Colorado']","[1.0, 1.0]"
Van Fillinger,Utah,732,2021-22,3,"[4, 9, 12]","['09/25/2021', '11/05/2021', '11/26/2021']","['Washington St.', 'Stanford', 'Colorado']","[3.0, 1.0, 1.0]"
Tennessee Pututau,Utah,732,2021-22,1,[13],['12/03/2021'],['Oregon'],[1.0]
Jonah Elliss,Utah,732,2021-22,1,[13],['12/03/2021'],['Oregon'],[1.0]
Hauati Pututau,Utah,732,2021-22,2,"[6, 8]","['10/16/2021', '10/30/2021']","['Arizona St.', 'UCLA']","[1.0, 1.0]"
Miki Suguturaga,Utah,732,2021-22,1,[9],['11/05/2021'],['Stanford'],[1.0]
Junior Tafuna,Utah,732,2021-22,4,"[4, 6, 10, 11]","['09/25/2021', '10/16/2021', '11/13/2021', '11/20/2021']","['Washington St.', 'Arizona St.', 'Arizona', 'Oregon']","[1.0, 1.0, 1.0, 1.5]"
Mika Tafua,Utah,732,2021-22,8,"[3, 4, 5, 7, 9, 10, 11, 12]","['09/18/2021', '09/25/2021', '10/09/2021', '10/23/2021', '11/05/2021', '11/13/2021', '11/20/2021', '11/26/2021']","['San Diego St.', 'Washington St.', 'Southern California', 'Oregon St.', 'Stanford', 'Arizona', 'Oregon', 'Colorado']","[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Daevion Davis,Vanderbilt,736,2021-22,1,[8],['10/23/2021'],['Mississippi St.'],[1.0]
Jaylen Mahoney,Vanderbilt,736,2021-22,2,"[5, 8]","['10/02/2021', '10/23/2021']","['UConn', 'Mississippi St.']","[1.0, 1.0]"
Lorenza Surgers,Vanderbilt,736,2021-22,1,[5],['10/02/2021'],['UConn'],[1.0]
Brayden DeVault-Smith,Vanderbilt,736,2021-22,2,"[8, 11]","['10/23/2021', '11/20/2021']","['Mississippi St.', 'Ole Miss']","[1.0, 1.0]"
Malik Langham,Vanderbilt,736,2021-22,1,[10],['11/13/2021'],['Kentucky'],[1.0]
Anfernee Orji,Vanderbilt,736,2021-22,1,[7],['10/16/2021'],['South Carolina'],[1.0]
Jordan Williams,Virginia Tech,742,2021-22,1,[12],['11/27/2021'],['Virginia'],[1.0]
Ny'Quee Hawkins,Virginia Tech,742,2021-22,1,[2],['09/11/2021'],['Middle Tenn.'],[1.0]
Jaylen Griffin,Virginia Tech,742,2021-22,1,[8],['10/30/2021'],['Georgia Tech'],[1.0]
Chamarri Conner,Virginia Tech,742,2021-22,1,[10],['11/13/2021'],['Duke'],[1.0]
Norell Pollard,Virginia Tech,742,2021-22,1,[10],['11/13/2021'],['Duke'],[1.0]
Dax Hollifield,Virginia Tech,742,2021-22,2,"[3, 4]","['09/18/2021', '09/25/2021']","['West Virginia', 'Richmond']","[1.0, 1.0]"
Alan Tisdale,Virginia Tech,742,2021-22,1,[12],['11/27/2021'],['Virginia'],[1.0]
TyJuan Garbutt,Virginia Tech,742,2021-22,2,"[1, 3]","['09/03/2021', '09/18/2021']","['North Carolina', 'West Virginia']","[2.0, 1.0]"
Keshon Artis,Virginia Tech,742,2021-22,1,[4],['09/25/2021'],['Richmond'],[1.0]
Amare Barno,Virginia Tech,742,2021-22,3,"[1, 5, 8]","['09/03/2021', '10/09/2021', '10/30/2021']","['North Carolina', 'Notre Dame', 'Georgia Tech']","[1.5, 1.0, 1.0]"
Mario Kendricks,Virginia Tech,742,2021-22,1,[1],['09/03/2021'],['North Carolina'],[1.0]
Elliott Brown,Virginia,746,2021-22,2,"[11, 12]","['11/27/2021', '10/23/2021']","['Virginia Tech', 'Georgia Tech']","[2.0, 1.0]"
Aaron Faumui,Virginia,746,2021-22,1,[3],['09/18/2021'],['North Carolina'],[1.0]
Noah Taylor,Virginia,746,2021-22,2,"[2, 5]","['09/11/2021', '09/30/2021']","['Illinois', 'Miami (FL)']","[2.0, 1.0]"
Nick Jackson,Virginia,746,2021-22,2,"[7, 10]","['10/16/2021', '11/20/2021']","['Duke', 'Pittsburgh']","[1.0, 1.0]"
Hunter Stewart,Virginia,746,2021-22,2,"[2, 5]","['09/11/2021', '09/30/2021']","['Illinois', 'Miami (FL)']","[1.0, 1.0]"
Joey Blount,Virginia,746,2021-22,1,[10],['11/20/2021'],['Pittsburgh'],[1.0]
Mike Green,Virginia,746,2021-22,1,[10],['11/20/2021'],['Pittsburgh'],[1.0]
West Weeks,Virginia,746,2021-22,1,[11],['11/27/2021'],['Virginia Tech'],[1.0]
Mandy Alonso,Virginia,746,2021-22,2,"[1, 5]","['09/04/2021', '09/30/2021']","['William & Mary', 'Miami (FL)']","[1.0, 2.0]"
Traveon Redd,Wake Forest,749,2021-22,1,[4],['09/24/2021'],['Virginia'],[1.0]
DJ Taylor,Wake Forest,749,2021-22,1,[9],['11/06/2021'],['North Carolina'],[1.0]
Chelen Garnes,Wake Forest,749,2021-22,1,[6],['10/09/2021'],['Syracuse'],[1.0]
"Dion Bergan, Jr.",Wake Forest,749,2021-22,1,[14],['12/31/2021'],['Rutgers'],[1.0]
Luiji Vilain,Wake Forest,749,2021-22,4,"[2, 3, 4, 5]","['09/11/2021', '09/18/2021', '09/24/2021', '10/02/2021']","['Norfolk St.', 'Florida St.', 'Virginia', 'Louisville']","[1.5, 1.0, 1.0, 1.0]"
Miles Fox,Wake Forest,749,2021-22,1,[8],['10/30/2021'],['Duke'],[1.0]
Luke Masterson,Wake Forest,749,2021-22,1,[4],['09/24/2021'],['Virginia'],[2.0]
Rondell Bothroyd,Wake Forest,749,2021-22,5,"[2, 4, 5, 7, 8]","['09/11/2021', '09/24/2021', '10/02/2021', '10/23/2021', '10/30/2021']","['Norfolk St.', 'Virginia', 'Louisville', 'Army West Point', 'Duke']","[1.0, 1.0, 1.0, 1.0, 1.0]"
JaCorey Johns,Wake Forest,749,2021-22,2,"[3, 4]","['09/18/2021', '09/24/2021']","['Florida St.', 'Virginia']","[1.0, 1.0]"
Jasheen Davis,Wake Forest,749,2021-22,1,[14],['12/31/2021'],['Rutgers'],[1.0]
Brennan Jackson,Washington St.,754,2021-22,3,"[5, 7, 10]","['10/02/2021', '10/16/2021', '11/13/2021']","['California', 'Stanford', 'Oregon']","[1.0, 1.0, 1.0]"
Ron Stone Jr.,Washington St.,754,2021-22,5,"[4, 5, 6, 7, 9]","['09/25/2021', '10/02/2021', '10/09/2021', '10/16/2021', '10/30/2021']","['Utah', 'California', 'Oregon St.', 'Stanford', 'Arizona St.']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Antonio Pule,Washington St.,754,2021-22,1,[7],['10/16/2021'],['Stanford'],[1.0]
Daniel Isom,Washington St.,754,2021-22,1,[5],['10/02/2021'],['California'],[1.0]
Christian Mejia,Washington St.,754,2021-22,1,[11],['11/19/2021'],['Arizona'],[1.0]
Willie Taylor III,Washington St.,754,2021-22,2,"[5, 8]","['10/02/2021', '10/23/2021']","['California', 'BYU']","[1.0, 1.0]"
Ahmir Crowder,Washington St.,754,2021-22,1,[8],['10/23/2021'],['BYU'],[1.0]
Quinn Roff,Washington St.,754,2021-22,2,"[7, 11]","['10/16/2021', '11/19/2021']","['Stanford', 'Arizona']","[1.0, 1.0]"
Andrew Edson,Washington St.,754,2021-22,2,"[2, 3]","['09/11/2021', '09/18/2021']","['Portland St.', 'Southern California']","[1.0, 1.0]"
Tuli Letuligasenoa,Washington,756,2021-22,1,[7],['10/22/2021'],['Arizona'],[1.0]
Ryan Bowman,Washington,756,2021-22,2,"[4, 5]","['09/25/2021', '10/02/2021']","['California', 'Oregon St.']","[1.0, 1.0]"
Cooper McDonald,Washington,756,2021-22,1,[1],['09/04/2021'],['Montana'],[1.0]
Jacobe Covington,Washington,756,2021-22,1,[3],['09/18/2021'],['Arkansas St.'],[1.0]
Zion Tupuola-Fetui,Washington,756,2021-22,1,[7],['10/22/2021'],['Arizona'],[1.0]
Voi Tunuufi,Washington,756,2021-22,2,"[8, 10]","['10/30/2021', '11/13/2021']","['Stanford', 'Arizona St.']","[2.0, 1.0]"
Trent McDuffie,Washington,756,2021-22,1,[10],['11/13/2021'],['Arizona St.'],[1.0]
Carson Bruener,Washington,756,2021-22,1,[8],['10/30/2021'],['Stanford'],[1.5]
Bralen Trice,Washington,756,2021-22,1,[10],['11/13/2021'],['Arizona St.'],[2.0]
Brendan Radley-Hiles,Washington,756,2021-22,2,"[3, 4]","['09/18/2021', '09/25/2021']","['Arkansas St.', 'California']","[1.0, 1.0]"
Jeremiah Martin,Washington,756,2021-22,1,[11],['11/20/2021'],['Colorado'],[1.0]
Faatui Tuitele,Washington,756,2021-22,3,"[3, 4, 5]","['09/18/2021', '09/25/2021', '10/02/2021']","['Arkansas St.', 'California', 'Oregon St.']","[1.0, 1.0, 1.0]"
Taijh Alston,West Virginia,768,2021-22,2,"[3, 4]","['09/18/2021', '09/25/2021']","['Virginia Tech', 'Oklahoma']","[1.5, 2.0]"
Darel Middleton,West Virginia,768,2021-22,1,[2],['09/11/2021'],['LIU'],[1.0]
Alonzo Addae,West Virginia,768,2021-22,1,[3],['09/18/2021'],['Virginia Tech'],[1.0]
Exree Loe,West Virginia,768,2021-22,1,[4],['09/25/2021'],['Oklahoma'],[1.0]
Jackie Matthews,West Virginia,768,2021-22,1,[13],['12/28/2021'],['Minnesota'],[1.0]
Josh Chandler-Semedo,West Virginia,768,2021-22,1,[8],['10/30/2021'],['Iowa St.'],[1.0]
Akheem Mesidor,West Virginia,768,2021-22,3,"[7, 9, 12]","['10/23/2021', '11/06/2021', '11/27/2021']","['TCU', 'Oklahoma St.', 'Kansas']","[1.0, 1.0, 1.0]"
Jared Bartlett,West Virginia,768,2021-22,1,[3],['09/18/2021'],['Virginia Tech'],[3.0]
Dante Stills,West Virginia,768,2021-22,6,"[1, 4, 5, 7, 8, 13]","['09/04/2021', '09/25/2021', '10/02/2021', '10/23/2021', '10/30/2021', '12/28/2021']","['Maryland', 'Oklahoma', 'Texas Tech', 'TCU', 'Iowa St.', 'Minnesota']","[1.0, 1.0, 2.0, 1.0, 1.0, 1.0]"
Nick Days,Western Ky.,772,2021-22,1,[7],['10/23/2021'],['FIU'],[1.0]
Michael Pitts,Western Ky.,772,2021-22,3,"[1, 6, 7]","['09/02/2021', '10/16/2021', '10/23/2021']","['UT Martin', 'Old Dominion', 'FIU']","[1.0, 1.0, 1.0]"
Darius Shipp,Western Ky.,772,2021-22,1,[9],['11/13/2021'],['Rice'],[1.0]
Brodric Martin,Western Ky.,772,2021-22,1,[14],['12/18/2021'],['App State'],[2.0]
DeAngelo Malone,Western Ky.,772,2021-22,6,"[3, 6, 7, 8, 10, 11]","['09/25/2021', '10/16/2021', '10/23/2021', '10/30/2021', '11/20/2021', '11/27/2021']","['Indiana', 'Old Dominion', 'FIU', 'Charlotte', 'Fla. Atlantic', 'Marshall']","[1.5, 1.0, 1.0, 1.0, 1.0, 2.0]"
Demetrius Cain,Western Ky.,772,2021-22,1,[7],['10/23/2021'],['FIU'],[1.0]
Marcus Bragg,Western Ky.,772,2021-22,1,[14],['12/18/2021'],['App State'],[1.0]
Jeremy Darvin,Western Ky.,772,2021-22,1,[12],['11/06/2021'],['Middle Tenn.'],[1.0]
AJ Brathwaite Jr.,Western Ky.,772,2021-22,1,[3],['09/25/2021'],['Indiana'],[1.0]
Jaden Hunter,Western Ky.,772,2021-22,2,"[9, 11]","['11/13/2021', '11/27/2021']","['Rice', 'Marshall']","[1.0, 2.0]"
JaQues Evans,Western Ky.,772,2021-22,1,[10],['11/20/2021'],['Fla. Atlantic'],[2.0]
Juwuan Jones,Western Ky.,772,2021-22,3,"[2, 6, 7]","['09/11/2021', '10/16/2021', '10/23/2021']","['Army West Point', 'Old Dominion', 'FIU']","[1.0, 1.0, 1.0]"
Will Ignont,Western Ky.,772,2021-22,1,[9],['11/13/2021'],['Rice'],[1.0]
Braden Fiske,Western Mich.,774,2021-22,1,[13],['12/27/2021'],['Nevada'],[1.0]
Andre Carter,Western Mich.,774,2021-22,1,[11],['11/16/2021'],['Eastern Mich.'],[1.0]
Matthew Stuckey,Western Mich.,774,2021-22,1,[2],['09/11/2021'],['Illinois St.'],[1.0]
AJ Thomas,Western Mich.,774,2021-22,1,[7],['10/16/2021'],['Kent St.'],[1.0]
Marshawn Kneeland,Western Mich.,774,2021-22,2,"[10, 13]","['11/09/2021', '12/27/2021']","['Akron', 'Nevada']","[1.0, 1.0]"
Zaire Barnes,Western Mich.,774,2021-22,1,[8],['10/23/2021'],['Toledo'],[1.0]
Ralph Holley,Western Mich.,774,2021-22,2,"[1, 4]","['09/04/2021', '09/25/2021']","['Michigan', 'San Jose St.']","[1.0, 2.5]"
Ali Fayad,Western Mich.,774,2021-22,4,"[10, 11, 12, 13]","['11/09/2021', '11/16/2021', '11/23/2021', '12/27/2021']","['Akron', 'Eastern Mich.', 'NIU', 'Nevada']","[1.5, 2.0, 1.0, 1.5]"
Ryan Selig,Western Mich.,774,2021-22,2,"[12, 13]","['11/23/2021', '12/27/2021']","['NIU', 'Nevada']","[1.0, 1.0]"
Corvin Moment,Western Mich.,774,2021-22,2,"[7, 13]","['10/16/2021', '12/27/2021']","['Kent St.', 'Nevada']","[1.5, 1.0]"
Noah Burks,Wisconsin,796,2021-22,3,"[7, 8, 13]","['10/23/2021', '10/30/2021', '12/30/2021']","['Purdue', 'Iowa', 'Arizona St.']","[1.0, 2.0, 1.0]"
Jack Sanborn,Wisconsin,796,2021-22,1,[13],['12/30/2021'],['Arizona St.'],[1.5]
Hunter Wohler,Wisconsin,796,2021-22,1,[10],['11/13/2021'],['Northwestern'],[1.0]
Isaiah Mullens,Wisconsin,796,2021-22,1,[7],['10/23/2021'],['Purdue'],[1.0]
C.J. Goetz,Wisconsin,796,2021-22,2,"[3, 8]","['09/25/2021', '10/30/2021']","['Notre Dame', 'Iowa']","[1.0, 1.0]"
Keeanu Benton,Wisconsin,796,2021-22,1,[12],['11/27/2021'],['Minnesota'],[2.0]
Rodas Johnson,Wisconsin,796,2021-22,1,[3],['09/25/2021'],['Notre Dame'],[1.0]
Leo Chenal,Wisconsin,796,2021-22,2,"[6, 7]","['10/16/2021', '10/23/2021']","['Army West Point', 'Purdue']","[1.0, 3.5]"
Matt Henningsen,Wisconsin,796,2021-22,3,"[2, 3, 10]","['09/11/2021', '09/25/2021', '11/13/2021']","['Eastern Mich.', 'Notre Dame', 'Northwestern']","[1.0, 1.0, 1.0]"
Nick Herbig,Wisconsin,796,2021-22,4,"[3, 8, 9, 13]","['09/25/2021', '10/30/2021', '11/06/2021', '12/30/2021']","['Notre Dame', 'Iowa', 'Rutgers', 'Arizona St.']","[2.0, 2.5, 1.0, 2.0]"
Ravontae Holt,Wyoming,811,2021-22,1,[3],['09/18/2021'],['Ball St.'],[2.5]
Chad Muma,Wyoming,811,2021-22,1,[1],['09/04/2021'],['Montana St.'],[1.0]
Isaac White,Wyoming,811,2021-22,1,[13],['12/21/2021'],['Kent St.'],[1.0]
Easton Gibbs,Wyoming,811,2021-22,2,"[3, 10]","['09/18/2021', '11/12/2021']","['Ball St.', 'Boise St.']","[1.0, 1.0]"
Garrett Crall,Wyoming,811,2021-22,1,[13],['12/21/2021'],['Kent St.'],[1.5]
Solomon Byrd,Wyoming,811,2021-22,3,"[3, 4, 6]","['09/18/2021', '09/25/2021', '10/16/2021']","['Ball St.', 'UConn', 'Fresno St.']","[1.0, 1.5, 1.0]"
C.J. Coldon,Wyoming,811,2021-22,1,[5],['10/09/2021'],['Air Force'],[1.0]
Victor Jones,Wyoming,811,2021-22,3,"[2, 3, 4]","['09/11/2021', '09/18/2021', '09/25/2021']","['NIU', 'Ball St.', 'UConn']","[1.0, 1.0, 1.0]"
Cole Godbout,Wyoming,811,2021-22,3,"[9, 12, 13]","['11/06/2021', '11/27/2021', '12/21/2021']","['Colorado St.', 'Hawaii', 'Kent St.']","[1.5, 1.0, 1.0]"
Rashaad Harding,Liberty,355,2021-22,1,[7],['10/16/2021'],['ULM'],[2.5]
Ahmad Walker,Liberty,355,2021-22,2,"[6, 13]","['10/09/2021', '12/18/2021']","['Middle Tenn.', 'Eastern Mich.']","[1.0, 1.0]"
Aakil Washington,Liberty,355,2021-22,3,"[8, 9, 11]","['10/23/2021', '10/30/2021', '11/20/2021']","['North Texas', 'Massachusetts', 'Louisiana']","[1.0, 1.0, 1.0]"
TreShaun Clark,Liberty,355,2021-22,1,[13],['12/18/2021'],['Eastern Mich.'],[1.0]
Kendy Charles,Liberty,355,2021-22,2,"[2, 3]","['09/11/2021', '09/18/2021']","['Troy', 'Old Dominion']","[1.0, 3.0]"
Ralfs Rusins,Liberty,355,2021-22,2,"[3, 5]","['09/18/2021', '10/02/2021']","['Old Dominion', 'UAB']","[1.0, 1.5]"
Stephen Sings V,Liberty,355,2021-22,1,[11],['11/20/2021'],['Louisiana'],[1.0]
Elijah James,Liberty,355,2021-22,1,[7],['10/16/2021'],['ULM'],[1.5]
Henry Chibueze,Liberty,355,2021-22,2,"[2, 6]","['09/11/2021', '10/09/2021']","['Troy', 'Middle Tenn.']","[1.0, 1.0]"
